C:\Users\Acer>jmap -histo 9728
No dump file specified
Позволяет увидеть какие объекты созданы и в каком количестве
 номер		кол-во			вес		имя класса
 num     #instances         #bytes  class name (module)
-------------------------------------------------------
 783:             1             32  org.postgresql.core.CommandCompleteParser
 784:             1             32  org.postgresql.core.PGStream$1
 785:             1             32  org.postgresql.core.VisibleBufferedInputStream
 786:             1             32  org.postgresql.core.v3.Portal
 787:             1             32  org.postgresql.hostchooser.GlobalHostStatusTracker$HostSpecStatus
 788:             1             32  sun.instrument.InstrumentationImpl (java.instrument@15)
 789:             1             32  sun.management.MappedMXBeanType$InProgress (java.management@15)
 790:             1             32  sun.management.jmxremote.LocalRMIServerSocketFactory$1 (jdk.management.agent@15)
 791:             2             32  sun.rmi.server.UnicastRef2 (java.rmi@15)
 792:             2             32  sun.rmi.server.WeakClassHashMap$ValueCell (java.rmi@15)
 793:             1             32  sun.rmi.transport.DGCImpl$LeaseInfo (java.rmi@15)
 794:             1             32  sun.rmi.transport.tcp.TCPTransport$AcceptLoop (java.rmi@15)
 795:             2             32  sun.rmi.transport.tcp.TCPTransport$ConnectionHandler$$Lambda$122/0x0000000800c33cb0 (java.rmi@15)
 796:             1             32  sun.security.util.KnownOIDs$1 (java.base@15)
 797:             1             32  sun.security.util.KnownOIDs$10 (java.base@15)
 798:             1             32  sun.security.util.KnownOIDs$2 (java.base@15)
 799:             1             32  sun.security.util.KnownOIDs$3 (java.base@15)
 800:             1             32  sun.security.util.KnownOIDs$4 (java.base@15)
 801:             1             32  sun.security.util.KnownOIDs$5 (java.base@15)
 802:             1             32  sun.security.util.KnownOIDs$6 (java.base@15)
 803:             1             32  sun.security.util.KnownOIDs$7 (java.base@15)
 804:             1             32  sun.security.util.KnownOIDs$8 (java.base@15)
 805:             1             32  sun.security.util.KnownOIDs$9 (java.base@15)
 806:             2             32  sun.util.resources.LocaleData (java.base@15)
 807:             1             24  [Ljava.io.File$PathStatus; (java.base@15)
 808:             1             24  [Ljava.lang.ClassValue$Entry; (java.base@15)
 809:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@15)
 810:             1             24  [Ljava.lang.management.MemoryType; (java.management@15)
 811:             1             24  [Ljava.net.InetAddress; (java.base@15)
 812:             1             24  [Ljava.net.InetSocketAddress; (java.base@15)
 813:             1             24  [Ljava.net.StandardProtocolFamily; (java.base@15)
 814:             1             24  [Ljava.security.Permission; (java.base@15)
 815:             1             24  [Ljava.time.chrono.IsoEra; (java.base@15)
 816:             1             24  [Ljava.util.Locale$Category; (java.base@15)
 817:             1             24  [Ljava.util.jar.Manifest; (java.base@15)
 818:             1             24  [Ljdk.internal.icu.util.CodePointTrie$Type; (java.base@15)
 819:             1             24  [Lorg.postgresql.shaded.com.ongres.scram.common.stringprep.StringPreparations;
 820:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport (java.management@15)
 821:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup (java.management@15)
 822:             1             24  com.sun.jmx.remote.internal.ArrayNotificationBuffer$ShareBuffer (java.management@15)
 823:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@15)
 824:             1             24  com.sun.management.internal.OperatingSystemImpl (jdk.management@15)
 825:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@15)
 826:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@15)
 827:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@15)
 828:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@15)
 829:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@15)
 830:             1             24  java.io.ByteArrayOutputStream (java.base@15)
 831:             1             24  java.io.ObjectOutputStream$ReplaceTable (java.base@15)
 832:             1             24  java.io.ObjectStreamClass$ExceptionInfo (java.base@15)
 833:             1             24  java.io.SerialCallbackContext (java.base@15)
 834:             1             24  java.lang.ClassValue$Version (java.base@15)
 835:             1             24  java.lang.Double (java.base@15)
 836:             1             24  java.lang.StringCoding$Result (java.base@15)
 837:             1             24  java.lang.invoke.ConstantCallSite (java.base@15)
 838:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@15)
 839:             1             24  java.lang.invoke.VarHandles$1 (java.base@15)
 840:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@15)
 841:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@15)
 842:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@15)
 843:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@15)
 844:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@15)
 845:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@15)
 846:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@15)
 847:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@15)
 848:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@15)
 849:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@15)
 850:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@15)
 851:             1             24  java.net.Inet6AddressImpl (java.base@15)
 852:             1             24  java.net.Proxy (java.base@15)
 853:             1             24  java.net.SocketPermissionCollection (java.base@15)
 854:             1             24  java.sql.DriverInfo (java.sql@15)
 855:             1             24  java.util.Collections$EmptyMap (java.base@15)
 856:             1             24  java.util.Collections$SynchronizedCollection (java.base@15)
 857:             1             24  java.util.Locale$Cache (java.base@15)
 858:             1             24  java.util.OptionalInt (java.base@15)
 859:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@15)
 860:             1             24  java.util.Scanner$PatternLRUCache (java.base@15)
 861:             1             24  java.util.ServiceLoader$2 (java.base@15)
 862:             1             24  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@15)
 863:             1             24  java.util.concurrent.Executors$RunnableAdapter (java.base@15)
 864:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@15)
 865:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter (java.base@15)
 866:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@15)
 867:             1             24  java.util.regex.Pattern$$Lambda$18/0x0000000800b5fe50 (java.base@15)
 868:             1             24  java.util.regex.Pattern$BmpCharProperty (java.base@15)
 869:             1             24  java.util.regex.Pattern$CharPredicate$$Lambda$21/0x0000000800b625c8 (java.base@15)
 870:             1             24  java.util.regex.Pattern$CharProperty (java.base@15)
 871:             1             24  java.util.regex.Pattern$Dollar (java.base@15)
 872:             1             24  java.util.regex.Pattern$GroupHead (java.base@15)
 873:             1             24  java.util.regex.Pattern$GroupTail (java.base@15)
 874:             1             24  java.util.regex.Pattern$Slice (java.base@15)
 875:             1             24  javax.crypto.CryptoPermissions (java.base@15)
 876:             1             24  jdk.internal.icu.impl.Norm2AllModes (java.base@15)
 877:             1             24  jdk.internal.icu.impl.Norm2AllModes$ComposeNormalizer2 (java.base@15)
 878:             1             24  jdk.internal.icu.impl.Norm2AllModes$Norm2AllModesSingleton (java.base@15)
 879:             1             24  jdk.internal.jimage.ImageReader (java.base@15)
 880:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@15)
 881:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@15)
 882:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@15)
 883:             1             24  jdk.internal.module.ModuleHashes (java.base@15)
 884:             1             24  jdk.jfr.FlightRecorderPermission (jdk.jfr@15)
 885:             1             24  jdk.jfr.internal.SecuritySupport$SecureRecorderListener (jdk.jfr@15)
 886:             1             24  jdk.management.jfr.StreamManager (jdk.management.jfr@15)
 887:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@15)
 888:             1             24  org.postgresql.core.Encoding
 889:             1             24  org.postgresql.core.v3.replication.V3ReplicationProtocol
 890:             1             24  org.postgresql.hostchooser.HostRequirement$1
 891:             1             24  org.postgresql.hostchooser.HostRequirement$2
 892:             1             24  org.postgresql.hostchooser.HostRequirement$3
 893:             1             24  org.postgresql.hostchooser.HostRequirement$4
 894:             1             24  org.postgresql.hostchooser.HostRequirement$5
 895:             1             24  org.postgresql.shaded.com.ongres.scram.common.bouncycastle.base64.Base64Encoder
 896:             1             24  org.postgresql.shaded.com.ongres.scram.common.stringprep.StringPreparations$1
 897:             1             24  org.postgresql.shaded.com.ongres.scram.common.stringprep.StringPreparations$2
 898:             1             24  org.postgresql.util.HostSpec
 899:             1             24  org.postgresql.util.SharedTimer
 900:             1             24  ru.job4j.tracker.ValidateInput
 901:             1             24  sun.instrument.TransformerManager (java.instrument@15)
 902:             1             24  sun.management.CompilationImpl (java.management@15)
 903:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@15)
 904:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@15)
 905:             1             24  sun.management.MemoryImpl (java.management@15)
 906:             1             24  sun.management.RuntimeImpl (java.management@15)
 907:             1             24  sun.management.VMManagementImpl (java.management@15)
 908:             1             24  sun.net.ProgressMonitor (java.base@15)
 909:             1             24  sun.net.www.protocol.http.Handler (java.base@15)
 910:             1             24  sun.nio.cs.ISO_8859_1 (java.base@15)
 911:             1             24  sun.nio.cs.MS1251 (java.base@15)
 912:             1             24  sun.nio.cs.StandardCharsets (java.base@15)
 913:             1             24  sun.nio.cs.ThreadLocalCoders$1 (java.base@15)
 914:             1             24  sun.nio.cs.ThreadLocalCoders$2 (java.base@15)
 915:             1             24  sun.nio.cs.US_ASCII (java.base@15)
 916:             1             24  sun.nio.cs.UTF_16 (java.base@15)
 917:             1             24  sun.nio.cs.UTF_16BE (java.base@15)
 918:             1             24  sun.nio.cs.UTF_16LE (java.base@15)
 919:             1             24  sun.nio.cs.UTF_8 (java.base@15)
 920:             1             24  sun.nio.fs.WindowsFileSystem (java.base@15)
 921:             1             24  sun.nio.fs.WindowsSecurityDescriptor (java.base@15)
 922:             1             24  sun.reflect.generics.tree.Wildcard (java.base@15)
 923:             1             24  sun.rmi.runtime.RuntimeUtil$1 (java.rmi@15)
 924:             1             24  sun.rmi.transport.DGCImpl (java.rmi@15)
 925:             1             24  sun.rmi.transport.SequenceEntry (java.rmi@15)
 926:             1             24  sun.security.jca.GetInstance$Instance (java.base@15)
 927:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@15)
 928:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@15)
 929:             1             24  sun.util.locale.BaseLocale$Cache (java.base@15)
 930:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@15)
 931:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@15)
 932:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@15)
 933:             1             16  [Ljava.lang.Throwable; (java.base@15)
 934:             1             16  [Ljava.lang.constant.ClassDesc; (java.base@15)
 935:             1             16  [Ljava.lang.management.LockInfo; (java.management@15)
 936:             1             16  [Ljava.lang.management.MonitorInfo; (java.management@15)
 937:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@15)
 938:             1             16  [Ljava.security.Provider; (java.base@15)
 939:             1             16  [Ljava.security.cert.Certificate; (java.base@15)
 940:             1             16  [Ljava.text.FieldPosition; (java.base@15)
 941:             1             16  [Ljava.util.logging.Handler; (java.logging@15)
 942:             1             16  [Ljava.util.regex.IntHashSet; (java.base@15)
 943:             1             16  [Lorg.postgresql.core.Field;
 944:             1             16  [Lsun.instrument.TransformerManager$TransformerInfo; (java.instrument@15)
 945:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@15)
 946:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@15)
 947:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@15)
 948:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@15)
 949:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@15)
 950:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@15)
 951:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@15)
 952:             1             16  com.sun.jmx.remote.internal.ArrayNotificationBuffer$5 (java.management@15)
 953:             1             16  com.sun.jmx.remote.internal.ArrayNotificationBuffer$BroadcasterQuery (java.management@15)
 954:             1             16  com.sun.jmx.remote.internal.ArrayNotificationBuffer$BufferListener (java.management@15)
 955:             1             16  com.sun.jmx.remote.internal.ServerNotifForwarder$NotifForwarderBufferFilter (java.management@15)
 956:             1             16  com.sun.jmx.remote.security.SubjectDelegator (java.management@15)
 957:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@15)
 958:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@15)
 959:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$47/0x0000000800b7c7b8 (jdk.management@15)
 960:             1             16  java.io.FileDescriptor$1 (java.base@15)
 961:             1             16  java.io.FilePermission$1 (java.base@15)
 962:             1             16  java.io.ObjectInputFilter$Config$$Lambda$95/0x0000000800c1b6b0 (java.base@15)
 963:             1             16  java.io.ObjectInputFilter$Config$$Lambda$96/0x0000000800c1bac0 (java.base@15)
 964:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda$97/0x0000000800c1c138 (java.base@15)
 965:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda$98/0x0000000800c1c378 (java.base@15)
 966:             1             16  java.io.ObjectInputStream$$Lambda$126/0x0000000800c35de8 (java.base@15)
 967:             1             16  java.io.ObjectInputStream$$Lambda$127/0x0000000800c361f8 (java.base@15)
 968:             1             16  java.io.ObjectInputStream$ValidationList (java.base@15)
 969:             1             16  java.io.ObjectStreamClass$1 (java.base@15)
 970:             1             16  java.io.ObjectStreamClass$3 (java.base@15)
 971:             1             16  java.io.ObjectStreamClass$4 (java.base@15)
 972:             1             16  java.io.ObjectStreamClass$5 (java.base@15)
 973:             1             16  java.io.RandomAccessFile$2 (java.base@15)
 974:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@15)
 975:             1             16  java.lang.CharacterData00 (java.base@15)
 976:             1             16  java.lang.CharacterDataLatin1 (java.base@15)
 977:             1             16  java.lang.Class$$Lambda$88/0x0000000800c171f8 (java.base@15)
 978:             1             16  java.lang.ClassValue$Identity (java.base@15)
 979:             1             16  java.lang.Float (java.base@15)
 980:             1             16  java.lang.Module$$Lambda$135/0x0000000800c53010 (java.base@15)
 981:             1             16  java.lang.Runtime (java.base@15)
 982:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@15)
 983:             1             16  java.lang.StringCoding$1 (java.base@15)
 984:             1             16  java.lang.System$2 (java.base@15)
 985:             1             16  java.lang.System$LoggerFinder$$Lambda$79/0x0000000800baf0b8 (java.base@15)
 986:             1             16  java.lang.Terminator$1 (java.base@15)
 987:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@15)
 988:             1             16  java.lang.invoke.MemberName$Factory (java.base@15)
 989:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@15)
 990:             1             16  java.lang.invoke.StringConcatFactory$1 (java.base@15)
 991:             1             16  java.lang.invoke.StringConcatFactory$2 (java.base@15)
 992:             1             16  java.lang.invoke.StringConcatFactory$3 (java.base@15)
 993:             1             16  java.lang.invoke.VarHandle$1 (java.base@15)
 994:             1             16  java.lang.management.DefaultPlatformMBeanProvider (java.management@15)
 995:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda$85/0x0000000800c03058 (java.management@15)
 996:             1             16  java.lang.management.ManagementFactory$$Lambda$44/0x0000000800b7af28 (java.management@15)
 997:             1             16  java.lang.management.ManagementFactory$$Lambda$80/0x0000000800bf2ad0 (java.management@15)
 998:             1             16  java.lang.management.ManagementFactory$$Lambda$81/0x0000000800bf2d18 (java.management@15)
 999:             1             16  java.lang.management.ManagementFactory$$Lambda$82/0x0000000800bf2f50 (java.management@15)
1000:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$45/0x0000000800b7b730 (java.management@15)
1001:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$48/0x0000000800b81160 (java.management@15)
1002:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$49/0x0000000800b81398 (java.management@15)
1003:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$51/0x0000000800b81808 (java.management@15)
1004:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$55/0x0000000800b827d0 (java.management@15)
1005:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$56/0x0000000800b82a08 (java.management@15)
1006:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@15)
1007:             1             16  java.lang.ref.Cleaner (java.base@15)
1008:             1             16  java.lang.ref.Cleaner$1 (java.base@15)
1009:             1             16  java.lang.ref.Reference$1 (java.base@15)
1010:             1             16  java.lang.reflect.Proxy$$Lambda$40/0x0000000800b74730 (java.base@15)
1011:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$42/0x0000000800b76180 (java.base@15)
1012:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$43/0x0000000800b763b8 (java.base@15)
1013:             1             16  java.lang.reflect.ReflectAccess (java.base@15)
1014:             1             16  java.net.InetAddress$1 (java.base@15)
1015:             1             16  java.net.InetAddress$PlatformNameService (java.base@15)
1016:             1             16  java.net.SocketImpl$$Lambda$14/0x0000000800b5b528 (java.base@15)
1017:             1             16  java.net.URI$1 (java.base@15)
1018:             1             16  java.net.URL$3 (java.base@15)
1019:             1             16  java.net.URL$DefaultFactory (java.base@15)
1020:             1             16  java.nio.Bits$1 (java.base@15)
1021:             1             16  java.nio.Buffer$1 (java.base@15)
1022:             1             16  java.nio.file.Files$AcceptAllFilter (java.base@15)
1023:             1             16  java.rmi.server.ObjID$$Lambda$107/0x0000000800c221e0 (java.rmi@15)
1024:             1             16  java.rmi.server.RMIClassLoader$2 (java.rmi@15)
1025:             1             16  java.security.AllPermission (java.base@15)
1026:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@15)
1027:             1             16  java.text.DecimalFormatSymbols$$Lambda$30/0x0000000800b66d80 (java.base@15)
1028:             1             16  java.util.Collections$EmptyEnumeration (java.base@15)
1029:             1             16  java.util.Collections$EmptyIterator (java.base@15)
1030:             1             16  java.util.Collections$EmptyList (java.base@15)
1031:             1             16  java.util.Collections$EmptySet (java.base@15)
1032:             1             16  java.util.Collections$UnmodifiableCollection (java.base@15)
1033:             1             16  java.util.EnumMap$1 (java.base@15)
1034:             1             16  java.util.IdentityHashMap$Values (java.base@15)
1035:             1             16  java.util.Locale$Builder (java.base@15)
1036:             1             16  java.util.ResourceBundle$1 (java.base@15)
1037:             1             16  java.util.ResourceBundle$Control (java.base@15)
1038:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@15)
1039:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@15)
1040:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@15)
1041:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@15)
1042:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@15)
1043:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@15)
1044:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@15)
1045:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@15)
1046:             1             16  java.util.concurrent.atomic.AtomicBoolean (java.base@15)
1047:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@15)
1048:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@15)
1049:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@15)
1050:             1             16  java.util.function.Function$$Lambda$50/0x0000000800b815d0 (java.base@15)
1051:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@15)
1052:             1             16  java.util.logging.ErrorManager (java.logging@15)
1053:             1             16  java.util.logging.Level$$Lambda$37/0x0000000800b6c128 (java.logging@15)
1054:             1             16  java.util.logging.Level$KnownLevel$$Lambda$35/0x0000000800b6b328 (java.logging@15)
1055:             1             16  java.util.logging.Level$KnownLevel$$Lambda$36/0x0000000800b6b560 (java.logging@15)
1056:             1             16  java.util.logging.Level$KnownLevel$$Lambda$38/0x0000000800b6c360 (java.logging@15)
1057:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@15)
1058:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@15)
1059:             1             16  java.util.logging.Logging (java.logging@15)
1060:             1             16  java.util.logging.SimpleFormatter (java.logging@15)
1061:             1             16  java.util.logging.SimpleFormatter$$Lambda$101/0x0000000800c1f270 (java.logging@15)
1062:             1             16  java.util.regex.CharPredicates$$Lambda$15/0x0000000800b5e230 (java.base@15)
1063:             1             16  java.util.regex.CharPredicates$$Lambda$17/0x0000000800b5f9d8 (java.base@15)
1064:             1             16  java.util.regex.Pattern$$Lambda$16/0x0000000800b5f780 (java.base@15)
1065:             1             16  java.util.regex.Pattern$$Lambda$74/0x0000000800bab940 (java.base@15)
1066:             1             16  java.util.regex.Pattern$BitClass (java.base@15)
1067:             1             16  java.util.regex.Pattern$CharPredicate$$Lambda$20/0x0000000800b61b30 (java.base@15)
1068:             1             16  java.util.regex.Pattern$LastNode (java.base@15)
1069:             1             16  java.util.regex.Pattern$Node (java.base@15)
1070:             1             16  java.util.stream.Collectors$$Lambda$25/0x0000000800b65590 (java.base@15)
1071:             1             16  java.util.stream.Collectors$$Lambda$27/0x0000000800b659d8 (java.base@15)
1072:             1             16  java.util.stream.Collectors$$Lambda$5/0x0000000800b54a30 (java.base@15)
1073:             1             16  java.util.stream.Collectors$$Lambda$52/0x0000000800b81a48 (java.base@15)
1074:             1             16  java.util.stream.Collectors$$Lambda$6/0x0000000800b54c48 (java.base@15)
1075:             1             16  java.util.stream.Collectors$$Lambda$61/0x0000000800b83e10 (java.base@15)
1076:             1             16  java.util.stream.Collectors$$Lambda$62/0x0000000800b84028 (java.base@15)
1077:             1             16  java.util.stream.Collectors$$Lambda$63/0x0000000800b84250 (java.base@15)
1078:             1             16  java.util.stream.Collectors$$Lambda$7/0x0000000800b54e70 (java.base@15)
1079:             1             16  java.util.stream.Collectors$$Lambda$8/0x0000000800b550b0 (java.base@15)
1080:             1             16  java.util.stream.Collectors$$Lambda$90/0x0000000800c17650 (java.base@15)
1081:             1             16  java.util.stream.Collectors$$Lambda$91/0x0000000800c17878 (java.base@15)
1082:             1             16  java.util.stream.Collectors$$Lambda$92/0x0000000800c17ab8 (java.base@15)
1083:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$31/0x0000000800b66fc8 (java.base@15)
1084:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$32/0x0000000800b67210 (java.base@15)
1085:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$33/0x0000000800b67428 (java.base@15)
1086:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$34/0x0000000800b67670 (java.base@15)
1087:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$10/0x0000000800b55530 (java.base@15)
1088:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x0000000800b55778 (java.base@15)
1089:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x0000000800b55990 (java.base@15)
1090:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x0000000800b55bd8 (java.base@15)
1091:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@15)
1092:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@15)
1093:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@15)
1094:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@15)
1095:             1             16  java.util.zip.ZipFile$1 (java.base@15)
1096:             1             16  javax.crypto.CryptoAllPermissionCollection (java.base@15)
1097:             1             16  javax.crypto.JceSecurity$IdentityWrapper (java.base@15)
1098:             1             16  javax.crypto.ProviderVerifier$$Lambda$71/0x0000000800ba5ed0 (java.base@15)
1099:             1             16  javax.management.JMX (java.management@15)
1100:             1             16  javax.management.MBeanServerBuilder (java.management@15)
1101:             1             16  javax.management.NotificationBroadcasterSupport$1 (java.management@15)
1102:             1             16  javax.management.NotificationFilterSupport (java.management@15)
1103:             1             16  javax.management.remote.JMXConnectorServerFactory$$Lambda$93/0x0000000800c18e70 (java.management@15)
1104:             1             16  javax.management.remote.rmi.RMIConnectionImpl_Stub (java.management.rmi@15)
1105:             1             16  javax.management.remote.rmi.RMIServerImpl_Stub (java.management.rmi@15)
1106:             1             16  javax.net.DefaultSocketFactory (java.base@15)
1107:             1             16  jdk.internal.icu.impl.Norm2AllModes$DecomposeNormalizer2 (java.base@15)
1108:             1             16  jdk.internal.icu.impl.Norm2AllModes$NoopNormalizer2 (java.base@15)
1109:             1             16  jdk.internal.icu.impl.NormalizerImpl$IsAcceptable (java.base@15)
1110:             1             16  jdk.internal.icu.text.NormalizerBase$ModeImpl (java.base@15)
1111:             1             16  jdk.internal.icu.text.NormalizerBase$NFCMode (java.base@15)
1112:             1             16  jdk.internal.icu.text.NormalizerBase$NFDMode (java.base@15)
1113:             1             16  jdk.internal.icu.text.NormalizerBase$NFKCMode (java.base@15)
1114:             1             16  jdk.internal.icu.text.NormalizerBase$NFKDMode (java.base@15)
1115:             1             16  jdk.internal.icu.text.NormalizerBase$NONEMode (java.base@15)
1116:             1             16  jdk.internal.icu.util.CodePointTrie$Data16 (java.base@15)
1117:             1             16  jdk.internal.icu.util.VersionInfo (java.base@15)
1118:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@15)
1119:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@15)
1120:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@15)
1121:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@15)
1122:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@15)
1123:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@15)
1124:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@15)
1125:             1             16  jdk.internal.misc.Unsafe (java.base@15)
1126:             1             16  jdk.internal.module.DefaultRoots$$Lambda$1/0x0000000800b53778 (java.base@15)
1127:             1             16  jdk.internal.module.DefaultRoots$$Lambda$2/0x0000000800b54180 (java.base@15)
1128:             1             16  jdk.internal.module.DefaultRoots$$Lambda$4/0x0000000800b54608 (java.base@15)
1129:             1             16  jdk.internal.module.DefaultRoots$$Lambda$9/0x0000000800b552e8 (java.base@15)
1130:             1             16  jdk.internal.module.ModulePatcher (java.base@15)
1131:             1             16  jdk.internal.module.ModuleTarget (java.base@15)
1132:             1             16  jdk.internal.perf.Perf (java.base@15)
1133:             1             16  jdk.internal.reflect.ConstantPool (java.base@15)
1134:             1             16  jdk.internal.reflect.GeneratedMethodAccessor10 (java.base@15)
1135:             1             16  jdk.internal.reflect.GeneratedMethodAccessor100 (java.base@15)
1136:             1             16  jdk.internal.reflect.GeneratedMethodAccessor11 (java.base@15)
1137:             1             16  jdk.internal.reflect.GeneratedMethodAccessor17 (java.base@15)
1138:             1             16  jdk.internal.reflect.GeneratedMethodAccessor18 (java.base@15)
